,Identifier,Epoch,Tile,Subtile,Version,SignalURL,RMSURL
40,VLASS1.1.T07t33.J215833-143000,VLASS1.1,T07t33,J215833-143000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T07t33/VLASS1.1.ql.T07t33.J215833-143000.10.2048.v1/VLASS1.1.ql.T07t33.J215833-143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T07t33/VLASS1.1.ql.T07t33.J215833-143000.10.2048.v1/VLASS1.1.ql.T07t33.J215833-143000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
41,VLASS1.1.T08t09.J052202-113000,VLASS1.1,T08t09,J052202-113000,v2,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t09/VLASS1.1.ql.T08t09.J052202-113000.10.2048.v2/VLASS1.1.ql.T08t09.J052202-113000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t09/VLASS1.1.ql.T08t09.J052202-113000.10.2048.v2/VLASS1.1.ql.T08t09.J052202-113000.10.2048.v2.I.iter1.image.pbcor.tt0.rms.subim.fits
42,VLASS1.1.T08t12.J073011-113000,VLASS1.1,T08t12,J073011-113000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t12/VLASS1.1.ql.T08t12.J073011-113000.10.2048.v1/VLASS1.1.ql.T08t12.J073011-113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t12/VLASS1.1.ql.T08t12.J073011-113000.10.2048.v1/VLASS1.1.ql.T08t12.J073011-113000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
43,VLASS1.1.T08t23.J151022-093000,VLASS1.1,T08t23,J151022-093000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t23/VLASS1.1.ql.T08t23.J151022-093000.10.2048.v1/VLASS1.1.ql.T08t23.J151022-093000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t23/VLASS1.1.ql.T08t23.J151022-093000.10.2048.v1/VLASS1.1.ql.T08t23.J151022-093000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
44,VLASS1.1.T08t33.J213011-113000,VLASS1.1,T08t33,J213011-113000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t33/VLASS1.1.ql.T08t33.J213011-113000.10.2048.v1/VLASS1.1.ql.T08t33.J213011-113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T08t33/VLASS1.1.ql.T08t33.J213011-113000.10.2048.v1/VLASS1.1.ql.T08t33.J213011-113000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
45,VLASS1.1.T09t09.J053403-053000,VLASS1.1,T09t09,J053403-053000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t09/VLASS1.1.ql.T09t09.J053403-053000.10.2048.v1/VLASS1.1.ql.T09t09.J053403-053000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t09/VLASS1.1.ql.T09t09.J053403-053000.10.2048.v1/VLASS1.1.ql.T09t09.J053403-053000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
46,VLASS1.1.T09t10.J062605-053000,VLASS1.1,T09t10,J062605-053000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t10/VLASS1.1.ql.T09t10.J062605-053000.10.2048.v1/VLASS1.1.ql.T09t10.J062605-053000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t10/VLASS1.1.ql.T09t10.J062605-053000.10.2048.v1/VLASS1.1.ql.T09t10.J062605-053000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
47,VLASS1.1.T09t10.J062608-063000,VLASS1.1,T09t10,J062608-063000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t10/VLASS1.1.ql.T09t10.J062608-063000.10.2048.v1/VLASS1.1.ql.T09t10.J062608-063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t10/VLASS1.1.ql.T09t10.J062608-063000.10.2048.v1/VLASS1.1.ql.T09t10.J062608-063000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
48,VLASS1.1.T09t12.J074207-063000,VLASS1.1,T09t12,J074207-063000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t12/VLASS1.1.ql.T09t12.J074207-063000.10.2048.v1/VLASS1.1.ql.T09t12.J074207-063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t12/VLASS1.1.ql.T09t12.J074207-063000.10.2048.v1/VLASS1.1.ql.T09t12.J074207-063000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
49,VLASS1.1.T09t12.J074608-063000,VLASS1.1,T09t12,J074608-063000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t12/VLASS1.1.ql.T09t12.J074608-063000.10.2048.v1/VLASS1.1.ql.T09t12.J074608-063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t12/VLASS1.1.ql.T09t12.J074608-063000.10.2048.v1/VLASS1.1.ql.T09t12.J074608-063000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
50,VLASS1.1.T09t34.J222603-043000,VLASS1.1,T09t34,J222603-043000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t34/VLASS1.1.ql.T09t34.J222603-043000.10.2048.v1/VLASS1.1.ql.T09t34.J222603-043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t34/VLASS1.1.ql.T09t34.J222603-043000.10.2048.v1/VLASS1.1.ql.T09t34.J222603-043000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
51,VLASS1.1.T09t34.J222605-053000,VLASS1.1,T09t34,J222605-053000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t34/VLASS1.1.ql.T09t34.J222605-053000.10.2048.v1/VLASS1.1.ql.T09t34.J222605-053000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T09t34/VLASS1.1.ql.T09t34.J222605-053000.10.2048.v1/VLASS1.1.ql.T09t34.J222605-053000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
52,VLASS1.1.T10t01.J000600-003000,VLASS1.1,T10t01,J000600-003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t01/VLASS1.1.ql.T10t01.J000600-003000.10.2048.v1/VLASS1.1.ql.T10t01.J000600-003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t01/VLASS1.1.ql.T10t01.J000600-003000.10.2048.v1/VLASS1.1.ql.T10t01.J000600-003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
53,VLASS1.1.T10t06.J032600-013000,VLASS1.1,T10t06,J032600-013000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t06/VLASS1.1.ql.T10t06.J032600-013000.10.2048.v1/VLASS1.1.ql.T10t06.J032600-013000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t06/VLASS1.1.ql.T10t06.J032600-013000.10.2048.v1/VLASS1.1.ql.T10t06.J032600-013000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
54,VLASS1.1.T10t06.J033000-013000,VLASS1.1,T10t06,J033000-013000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t06/VLASS1.1.ql.T10t06.J033000-013000.10.2048.v1/VLASS1.1.ql.T10t06.J033000-013000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t06/VLASS1.1.ql.T10t06.J033000-013000.10.2048.v1/VLASS1.1.ql.T10t06.J033000-013000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
55,VLASS1.1.T10t06.J034200-013000,VLASS1.1,T10t06,J034200-013000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t06/VLASS1.1.ql.T10t06.J034200-013000.10.2048.v1/VLASS1.1.ql.T10t06.J034200-013000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t06/VLASS1.1.ql.T10t06.J034200-013000.10.2048.v1/VLASS1.1.ql.T10t06.J034200-013000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
56,VLASS1.1.T10t08.J044200-003000,VLASS1.1,T10t08,J044200-003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t08/VLASS1.1.ql.T10t08.J044200-003000.10.2048.v1/VLASS1.1.ql.T10t08.J044200-003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t08/VLASS1.1.ql.T10t08.J044200-003000.10.2048.v1/VLASS1.1.ql.T10t08.J044200-003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
57,VLASS1.1.T10t08.J051401-023000,VLASS1.1,T10t08,J051401-023000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t08/VLASS1.1.ql.T10t08.J051401-023000.10.2048.v1/VLASS1.1.ql.T10t08.J051401-023000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t08/VLASS1.1.ql.T10t08.J051401-023000.10.2048.v1/VLASS1.1.ql.T10t08.J051401-023000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
58,VLASS1.1.T10t08.J051800-023000,VLASS1.1,T10t08,J051800-023000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t08/VLASS1.1.ql.T10t08.J051800-023000.10.2048.v1/VLASS1.1.ql.T10t08.J051800-023000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t08/VLASS1.1.ql.T10t08.J051800-023000.10.2048.v1/VLASS1.1.ql.T10t08.J051800-023000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
59,VLASS1.1.T10t12.J072600-003000,VLASS1.1,T10t12,J072600-003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J072600-003000.10.2048.v1/VLASS1.1.ql.T10t12.J072600-003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J072600-003000.10.2048.v1/VLASS1.1.ql.T10t12.J072600-003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
60,VLASS1.1.T10t12.J072600-013000,VLASS1.1,T10t12,J072600-013000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J072600-013000.10.2048.v1/VLASS1.1.ql.T10t12.J072600-013000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J072600-013000.10.2048.v1/VLASS1.1.ql.T10t12.J072600-013000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
61,VLASS1.1.T10t12.J075402-033000,VLASS1.1,T10t12,J075402-033000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J075402-033000.10.2048.v1/VLASS1.1.ql.T10t12.J075402-033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J075402-033000.10.2048.v1/VLASS1.1.ql.T10t12.J075402-033000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
62,VLASS1.1.T10t12.J075801-033000,VLASS1.1,T10t12,J075801-033000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J075801-033000.10.2048.v1/VLASS1.1.ql.T10t12.J075801-033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t12/VLASS1.1.ql.T10t12.J075801-033000.10.2048.v1/VLASS1.1.ql.T10t12.J075801-033000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
63,VLASS1.1.T10t15.J095402-033000,VLASS1.1,T10t15,J095402-033000,v2,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t15/VLASS1.1.ql.T10t15.J095402-033000.10.2048.v2/VLASS1.1.ql.T10t15.J095402-033000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t15/VLASS1.1.ql.T10t15.J095402-033000.10.2048.v2/VLASS1.1.ql.T10t15.J095402-033000.10.2048.v2.I.iter1.image.pbcor.tt0.rms.subim.fits
64,VLASS1.1.T10t15.J095801-033000,VLASS1.1,T10t15,J095801-033000,v2,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t15/VLASS1.1.ql.T10t15.J095801-033000.10.2048.v2/VLASS1.1.ql.T10t15.J095801-033000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t15/VLASS1.1.ql.T10t15.J095801-033000.10.2048.v2/VLASS1.1.ql.T10t15.J095801-033000.10.2048.v2.I.iter1.image.pbcor.tt0.rms.subim.fits
65,VLASS1.1.T10t28.J181801-033000,VLASS1.1,T10t28,J181801-033000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t28/VLASS1.1.ql.T10t28.J181801-033000.10.2048.v1/VLASS1.1.ql.T10t28.J181801-033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t28/VLASS1.1.ql.T10t28.J181801-033000.10.2048.v1/VLASS1.1.ql.T10t28.J181801-033000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
66,VLASS1.1.T10t28.J182201-033000,VLASS1.1,T10t28,J182201-033000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t28/VLASS1.1.ql.T10t28.J182201-033000.10.2048.v1/VLASS1.1.ql.T10t28.J182201-033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t28/VLASS1.1.ql.T10t28.J182201-033000.10.2048.v1/VLASS1.1.ql.T10t28.J182201-033000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
67,VLASS1.1.T10t29.J184600-023000,VLASS1.1,T10t29,J184600-023000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t29/VLASS1.1.ql.T10t29.J184600-023000.10.2048.v1/VLASS1.1.ql.T10t29.J184600-023000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t29/VLASS1.1.ql.T10t29.J184600-023000.10.2048.v1/VLASS1.1.ql.T10t29.J184600-023000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
68,VLASS1.1.T10t34.J220600-033000,VLASS1.1,T10t34,J220600-033000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t34/VLASS1.1.ql.T10t34.J220600-033000.10.2048.v1/VLASS1.1.ql.T10t34.J220600-033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T10t34/VLASS1.1.ql.T10t34.J220600-033000.10.2048.v1/VLASS1.1.ql.T10t34.J220600-033000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
69,VLASS1.1.T11t01.J000600+003000,VLASS1.1,T11t01,J000600+003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t01/VLASS1.1.ql.T11t01.J000600+003000.10.2048.v1/VLASS1.1.ql.T11t01.J000600+003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t01/VLASS1.1.ql.T11t01.J000600+003000.10.2048.v1/VLASS1.1.ql.T11t01.J000600+003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
70,VLASS1.1.T11t02.J005800+003000,VLASS1.1,T11t02,J005800+003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t02/VLASS1.1.ql.T11t02.J005800+003000.10.2048.v1/VLASS1.1.ql.T11t02.J005800+003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t02/VLASS1.1.ql.T11t02.J005800+003000.10.2048.v1/VLASS1.1.ql.T11t02.J005800+003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
71,VLASS1.1.T11t02.J011000+013000,VLASS1.1,T11t02,J011000+013000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t02/VLASS1.1.ql.T11t02.J011000+013000.10.2048.v1/VLASS1.1.ql.T11t02.J011000+013000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t02/VLASS1.1.ql.T11t02.J011000+013000.10.2048.v1/VLASS1.1.ql.T11t02.J011000+013000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
72,VLASS1.1.T11t03.J012600+003000,VLASS1.1,T11t03,J012600+003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t03/VLASS1.1.ql.T11t03.J012600+003000.10.2048.v1/VLASS1.1.ql.T11t03.J012600+003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t03/VLASS1.1.ql.T11t03.J012600+003000.10.2048.v1/VLASS1.1.ql.T11t03.J012600+003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
73,VLASS1.1.T11t08.J050600+023000,VLASS1.1,T11t08,J050600+023000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t08/VLASS1.1.ql.T11t08.J050600+023000.10.2048.v1/VLASS1.1.ql.T11t08.J050600+023000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t08/VLASS1.1.ql.T11t08.J050600+023000.10.2048.v1/VLASS1.1.ql.T11t08.J050600+023000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
74,VLASS1.1.T11t17.J105800+013000,VLASS1.1,T11t17,J105800+013000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t17/VLASS1.1.ql.T11t17.J105800+013000.10.2048.v1/VLASS1.1.ql.T11t17.J105800+013000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t17/VLASS1.1.ql.T11t17.J105800+013000.10.2048.v1/VLASS1.1.ql.T11t17.J105800+013000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
75,VLASS1.1.T11t33.J213400+003000,VLASS1.1,T11t33,J213400+003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t33/VLASS1.1.ql.T11t33.J213400+003000.10.2048.v1/VLASS1.1.ql.T11t33.J213400+003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t33/VLASS1.1.ql.T11t33.J213400+003000.10.2048.v1/VLASS1.1.ql.T11t33.J213400+003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
76,VLASS1.1.T11t33.J213800+003000,VLASS1.1,T11t33,J213800+003000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t33/VLASS1.1.ql.T11t33.J213800+003000.10.2048.v1/VLASS1.1.ql.T11t33.J213800+003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t33/VLASS1.1.ql.T11t33.J213800+003000.10.2048.v1/VLASS1.1.ql.T11t33.J213800+003000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
77,VLASS1.1.T11t35.J231801+033000,VLASS1.1,T11t35,J231801+033000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t35/VLASS1.1.ql.T11t35.J231801+033000.10.2048.v1/VLASS1.1.ql.T11t35.J231801+033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T11t35/VLASS1.1.ql.T11t35.J231801+033000.10.2048.v1/VLASS1.1.ql.T11t35.J231801+033000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
78,VLASS1.1.T12t33.J213001+043000,VLASS1.1,T12t33,J213001+043000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J213001+043000.10.2048.v1/VLASS1.1.ql.T12t33.J213001+043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J213001+043000.10.2048.v1/VLASS1.1.ql.T12t33.J213001+043000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
79,VLASS1.1.T12t33.J213002+053000,VLASS1.1,T12t33,J213002+053000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J213002+053000.10.2048.v1/VLASS1.1.ql.T12t33.J213002+053000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J213002+053000.10.2048.v1/VLASS1.1.ql.T12t33.J213002+053000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
80,VLASS1.1.T12t33.J214608+063000,VLASS1.1,T12t33,J214608+063000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J214608+063000.10.2048.v1/VLASS1.1.ql.T12t33.J214608+063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J214608+063000.10.2048.v1/VLASS1.1.ql.T12t33.J214608+063000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
81,VLASS1.1.T12t33.J214611+073000,VLASS1.1,T12t33,J214611+073000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J214611+073000.10.2048.v1/VLASS1.1.ql.T12t33.J214611+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J214611+073000.10.2048.v1/VLASS1.1.ql.T12t33.J214611+073000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
82,VLASS1.1.T12t33.J215009+063000,VLASS1.1,T12t33,J215009+063000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J215009+063000.10.2048.v1/VLASS1.1.ql.T12t33.J215009+063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J215009+063000.10.2048.v1/VLASS1.1.ql.T12t33.J215009+063000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
83,VLASS1.1.T12t33.J215013+073000,VLASS1.1,T12t33,J215013+073000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J215013+073000.10.2048.v1/VLASS1.1.ql.T12t33.J215013+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T12t33/VLASS1.1.ql.T12t33.J215013+073000.10.2048.v1/VLASS1.1.ql.T12t33.J215013+073000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
84,VLASS1.1.T13t03.J012202+113000,VLASS1.1,T13t03,J012202+113000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t03/VLASS1.1.ql.T13t03.J012202+113000.10.2048.v1/VLASS1.1.ql.T13t03.J012202+113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t03/VLASS1.1.ql.T13t03.J012202+113000.10.2048.v1/VLASS1.1.ql.T13t03.J012202+113000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
85,VLASS1.1.T13t12.J074624+103000,VLASS1.1,T13t12,J074624+103000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t12/VLASS1.1.ql.T13t12.J074624+103000.10.2048.v1/VLASS1.1.ql.T13t12.J074624+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t12/VLASS1.1.ql.T13t12.J074624+103000.10.2048.v1/VLASS1.1.ql.T13t12.J074624+103000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
86,VLASS1.1.T13t34.J223033+113000,VLASS1.1,T13t34,J223033+113000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t34/VLASS1.1.ql.T13t34.J223033+113000.10.2048.v1/VLASS1.1.ql.T13t34.J223033+113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t34/VLASS1.1.ql.T13t34.J223033+113000.10.2048.v1/VLASS1.1.ql.T13t34.J223033+113000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
87,VLASS1.1.T13t34.J223438+113000,VLASS1.1,T13t34,J223438+113000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t34/VLASS1.1.ql.T13t34.J223438+113000.10.2048.v1/VLASS1.1.ql.T13t34.J223438+113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T13t34/VLASS1.1.ql.T13t34.J223438+113000.10.2048.v1/VLASS1.1.ql.T13t34.J223438+113000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
